TRANSACTION_DATE,BTAG,PLAYER_ID,PLAYER_CURRENCY,ROLLBACKS,FIRST_DEPOSIT_AMOUNT,TOTAL_DEPOSITS,SPORTSBOOK_BETS,SPORTSBOOK_STAKE,SPORTSBOOK_GROSS_REVENUE,SPORTSBOOK_BONUS,SPORTSBOOK_NET_REVENUE,CRASH_BETS,CRASH_STAKE,CRASH_GROSS_REVENUE,CRASH_BONUS,CRASH_NET_REVENUE,CASINO_BETS,CASINO_STAKE,CASINO_GROSS_REVENUE,CASINO_BONUS,CASINO_NET_REVENUE,VIRTUALS_BETS,VIRTUALS_STAKES,VIRTUALS_GROSS_REVENUE,VIRTUALS_BONUS,VIRTUALS_NET_REVENUE
2024-09-16,ieQz0IK_kMIM5WG69JTXSWNd7ZgqdRLk,48900,GHS,0,0.0,0.0,3.0,2.83,2.1225,0.0,2.1225,2.0,8.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.86,0.3,0.0,0.3
2024-09-16,wZ0a7Edd0pL2CewEVvY5WmNd7ZgqdRLk,541183,GHS,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,uZ4XqyoZZ6DeSQV-2MxRMmNd7ZgqdRLk,570037,GHS,0,0.0,0.0,1.0,0.5,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,1UE2pnW6as2yiHG6BA5yaGNd7ZgqdRLk,892674,GHS,0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,288.0,17509.0,2851.8,0.0,2851.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,7lCMF3cHY7og5RJhLlFrOGNd7ZgqdRLk,989717,GHS,0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,FNcv4PXSnzGDgwhbnjJ9HWNd7ZgqdRLk,1036921,GHS,0,0.0,200.0,1.0,10.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,780.0,-117.0,0.0,-117.0
2024-09-16,TsLI0RkiLv-p_PkFKJYeImNd7ZgqdRLk,1081109,GHS,0,0.0,3.0,2.0,6.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,FNcv4PXSnzGDgwhbnjJ9HWNd7ZgqdRLk,1442076,GHS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,jDeXiz4Gzx5E9AgU565rUmNd7ZgqdRLk,1454628,GHS,0,0.0,5.0,1.0,5.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,vnhmJ9NHnw-5-K1Jga1GTGNd7ZgqdRLk,1474819,GHS,0,0.0,150.0,1.0,140.0,105.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,59AvNUrJf48l7cC35Ir1KWNd7ZgqdRLk,1490739,GHS,0,0.0,38.0,7.0,37.0,27.75,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,gk4MQBD_IhNkcpBk1aZFmGNd7ZgqdRLk,1556872,GHS,0,0.0,0.0,1.0,10.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,fIsgqsifcL42LI45HgvoY2Nd7ZgqdRLk,1570469,GHS,0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,8.04,0.0,8.04,6.0,8.0,-8.25,0.0,-8.25,0.0,0.0,0.0,0.0,0.0
2024-09-16,TOTJFMxXrTvzb0c2S5VXkGNd7ZgqdRLk,1572013,GHS,0,0.0,5.0,2.0,5.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,h5DXUNxTXILcrJd7z9h2bmNd7ZgqdRLk,1655692,GHS,0,0.0,0.0,1.0,25.0,18.75,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,QE0rhg3f6Vp0I09OswgFeWNd7ZgqdRLk,1828403,GHS,0,0.0,18.0,3.0,18.0,13.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,W62kyN0_MRLSZjfe8BCoJWNd7ZgqdRLk,1863578,GHS,0,0.0,0.0,3.0,6.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,FNcv4PXSnzGDgwhbnjJ9HWNd7ZgqdRLk,1917021,GHS,0,0.0,2.0,1.0,2.0,1.5,2.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,uhUNjn879loKyyzy2iJ76WNd7ZgqdRLk,1943153,GHS,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0
2024-09-16,m20RVUJV09XKID4mYh7pCWNd7ZgqdRLk,1953883,GHS,0,0.0,7.0,2.0,5.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,fTVS4Pw4jDhsqP6YI9Us1mNd7ZgqdRLk,2004615,GHS,0,0.0,39.0,1.0,9.0,6.75,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,H52rkvyQHRrTXA6Qj2nHO2Nd7ZgqdRLk,2005431,GHS,0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,2127.0,181.2825,0.0,181.2825,0.0,0.0,0.0,0.0,0.0
2024-09-16,fGMRP171WnFve8rFwJ5LSGNd7ZgqdRLk,2014262,GHS,0,5.0,5.0,1.0,5.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,j6U9CEr21wObF5a97bJQNGNd7ZgqdRLk,2018046,GHS,0,0.0,24.0,6.0,16.0,12.0,0.0,12.0,86.0,102.98,-5.43,0.0,-5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,2mNjGhdTg45GHX7YLtBQ3WNd7ZgqdRLk,2022725,GHS,0,0.0,0.0,2.0,4.03,-4.9275,0.0,-4.9275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,z9QeFvUKREDu6xvMCE63xmNd7ZgqdRLk,2025921,GHS,0,0.0,5.0,4.0,2.5,1.875,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,ozcdEuCUvSWN4d5ji-tZvmNd7ZgqdRLk,2051504,GHS,0,0.0,0.0,14.0,9.5,-36.075,1.5,-37.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,jDeXiz4Gzx5E9AgU565rUmNd7ZgqdRLk,2068965,GHS,0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,4395.0,-97.5,0.0,-97.5,0.0,0.0,0.0,0.0,0.0
2024-09-16,H4pPgMeleGjDwck0BePQQ2Nd7ZgqdRLk,2089313,GHS,0,0.0,2.0,1.0,2.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
