TRANSACTION_DATE,BTAG,PLAYER_ID,PLAYER_CURRENCY,ROLLBACKS,FIRST_DEPOSIT_AMOUNT,TOTAL_DEPOSITS,SPORTSBOOK_BETS,SPORTSBOOK_STAKE,SPORTSBOOK_GROSS_REVENUE,SPORTSBOOK_BONUS,SPORTSBOOK_NET_REVENUE,CRASH_BETS,CRASH_STAKE,CRASH_GROSS_REVENUE,CRASH_BONUS,CRASH_NET_REVENUE,CASINO_BETS,CASINO_STAKE,CASINO_GROSS_REVENUE,CASINO_BONUS,CASINO_NET_REVENUE,VIRTUALS_BETS,VIRTUALS_STAKES,VIRTUALS_GROSS_REVENUE,VIRTUALS_BONUS,VIRTUALS_NET_REVENUE
2024-07-01,ieQz0IK_kMIM5WG69JTXSWNd7ZgqdRLk,48900,GHS,0,0.0,0.0,1.0,100.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.75,5.0,62.0,14.0775,0.0,14.0775
2024-07-01,ieQz0IK_kMK7nB_jj71DRGNd7ZgqdRLk,48900,GHS,0,0.0,0.0,1.0,100.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.75,5.0,62.0,14.0775,0.0,14.0775
2024-07-01,None,48900,GHS,0,0.0,0.0,1.0,100.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.75,5.0,62.0,14.0775,0.0,14.0775
2024-07-01,,521308,GHS,0,0.0,10.0,1.0,10.0,7.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,521890,GHS,0,0.0,20.0,2.0,20.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,525538,GHS,0,5.0,5.0,2.0,5.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,527543,GHS,0,0.0,3.0,2.0,16.32,9.99,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,527898,GHS,0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,49.0,208.42,-4.4925,0.0,-4.4925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,537653,GHS,0,0.0,15.0,3.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,544384,GHS,0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,54.0,106.56,18.8325,0.0,18.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,584010,GHS,0,0.0,25.0,1.0,25.0,18.75,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,609361,GHS,0,0.0,2.0,2.0,2.0,-3.075,0.0,-3.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,633385,GHS,0,0.0,2.0,4.0,2.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,795169,GHS,0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,805666,GHS,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,814403,GHS,0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,7lCMF3cHY7og5RJhLlFrOGNd7ZgqdRLk,989717,GHS,0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1032326,GHS,0,0.0,2.0,1.0,2.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,FNcv4PXSnzGDgwhbnjJ9HWNd7ZgqdRLk,1036921,GHS,0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,4884.0,-252.0,0.0,-252.0
2024-07-01,,1048804,GHS,0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,510.0,123.75,0.0,123.75,0.0,0.0,0.0,0.0,0.0
2024-07-01,adWsY5pOvZTzb0c2S5VXkGNd7ZgqdRLk,1048804,GHS,0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,510.0,123.75,0.0,123.75,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1081109,GHS,0,0.0,30.0,3.0,30.0,-5.3175,0.0,-5.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1111755,GHS,0,0.0,2.0,2.0,2.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1211311,GHS,0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,173.0,48.75,0.0,48.75
2024-07-01,,1317789,GHS,0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1389118,GHS,0,0.0,12.0,5.0,8.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1452859,GHS,0,0.0,4.0,13.0,7.94,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1455711,GHS,0,20.0,20.0,1.0,20.0,-46.5,0.0,-46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1461005,GHS,0,0.0,140.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,535.15,-436.8,0.0,-436.8,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1461559,GHS,0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,989.0,127.5,0.0,127.5,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1461860,GHS,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1466362,GHS,0,0.0,20.0,1.0,20.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1469364,GHS,0,0.0,95.0,1.0,95.0,-57.0,0.0,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,vnhmJ9NHnw-5-K1Jga1GTGNd7ZgqdRLk,1474819,GHS,0,0.0,29.0,2.0,29.0,21.75,0.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1475015,GHS,0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,5.9175,0.0,5.9175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,,1484005,GHS,0,0.0,25.0,3.0,41.0,30.75,0.0,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
